subscription_id,user_id,plan_id,start_date,end_date,status,monthly_revenue
5957,4432,1,2022-01-05,2022-12-01,Cancelled,199.0
5958,4432,1,2022-12-30,2023-11-25,Cancelled,199.0
5959,4432,3,2023-12-22,,Active,649.0
5960,4433,2,2025-02-21,2025-09-19,Cancelled,499.0
5961,4434,1,2026-05-27,,Active,199.0
5962,4435,1,2024-06-15,2025-11-07,Cancelled,199.0
5963,4435,1,2026-01-01,,Active,199.0
5964,4436,3,2024-05-29,2024-12-25,Cancelled,649.0
5965,4436,2,2025-02-08,2025-04-09,Cancelled,499.0
5966,4437,2,2020-12-10,2021-09-06,Cancelled,499.0
5967,4438,3,2025-03-10,,Active,649.0
5968,4439,3,2023-12-10,,Active,649.0
5969,4440,2,2026-01-26,,Active,499.0
5970,4441,3,2023-07-09,,Active,649.0
5971,4442,2,2019-04-19,,Active,499.0
5972,4443,3,2022-10-30,2023-08-26,Cancelled,649.0
5973,4444,1,2024-10-21,,Active,199.0
5974,4445,3,2024-11-27,2026-06-20,Cancelled,649.0
5975,4445,2,2026-07-17,,Active,499.0
5976,4446,2,2021-11-23,2022-07-21,Cancelled,499.0
5977,4446,3,2022-08-06,,Active,649.0
5978,4447,3,2020-04-13,,Active,649.0
5979,4448,2,2025-07-07,,Active,499.0
5980,4449,2,2025-03-03,,Active,499.0
5981,4450,3,2025-08-03,,Active,649.0
5982,4451,3,2024-01-11,2024-07-09,Cancelled,649.0
5983,4452,2,2025-03-18,,Active,499.0
5984,4453,2,2022-01-07,2022-06-06,Cancelled,499.0
5985,4454,1,2024-11-03,2025-10-29,Cancelled,199.0
5986,4455,1,2022-08-29,2023-08-24,Cancelled,199.0
5987,4456,2,2024-12-14,,Active,499.0
5988,4457,2,2020-02-05,,Active,499.0
5989,4458,2,2021-03-22,2022-02-15,Cancelled,499.0
5990,4459,3,2020-08-10,2020-09-09,Cancelled,649.0
5991,4460,2,2022-01-18,2023-12-09,Cancelled,499.0
5992,4460,2,2024-01-02,2025-04-26,Cancelled,499.0
5993,4461,2,2025-02-08,,Active,499.0
5994,4462,1,2019-11-12,2020-03-11,Cancelled,199.0
5995,4463,3,2024-06-23,2025-07-18,Cancelled,649.0
5996,4463,1,2025-08-20,,Active,199.0
5997,4464,1,2025-03-24,,Active,199.0
5998,4465,3,2024-01-12,2024-04-11,Cancelled,649.0
5999,4465,1,2024-06-04,2024-09-02,Cancelled,199.0
6000,4466,3,2023-11-04,2025-07-26,Cancelled,649.0
6001,4467,1,2020-01-15,2021-03-10,Cancelled,199.0
6002,4467,1,2021-03-14,2022-10-05,Cancelled,199.0
6003,4468,3,2023-08-05,2024-08-29,Cancelled,649.0
6004,4468,3,2024-09-28,,Active,649.0
6005,4469,3,2020-09-11,2022-02-03,Cancelled,649.0
6006,4470,1,2020-11-04,,Active,199.0
6007,4471,3,2025-06-16,2026-02-11,Cancelled,649.0
6008,4471,3,2026-03-30,,Active,649.0
6009,4472,1,2023-08-11,2024-10-04,Cancelled,199.0
6010,4473,3,2026-06-13,,Active,649.0
6011,4474,3,2022-05-29,2023-01-24,Cancelled,649.0
6012,4474,2,2023-02-12,2023-04-13,Cancelled,499.0
6013,4475,2,2021-09-06,,Active,499.0
6014,4476,1,2026-06-18,,Active,199.0
6015,4477,1,2023-09-01,2024-03-29,Cancelled,199.0
6016,4478,1,2025-06-21,,Active,199.0
6017,4479,2,2019-05-02,,Active,499.0
6018,4480,2,2022-12-11,2024-05-04,Cancelled,499.0
6019,4481,2,2025-02-14,,Active,499.0
6020,4482,2,2025-01-22,,Active,499.0
6021,4483,1,2024-05-11,2025-02-05,Cancelled,199.0
6022,4484,2,2020-03-26,2020-11-21,Cancelled,499.0
6023,4485,1,2023-02-06,,Active,199.0
6024,4486,3,2019-10-05,2021-02-26,Cancelled,649.0
6025,4487,2,2025-01-04,2025-06-03,Cancelled,499.0
6026,4487,2,2025-07-24,2026-06-19,Cancelled,499.0
6027,4487,3,2026-07-11,,Active,649.0
6028,4488,1,2023-09-23,2023-10-23,Cancelled,199.0
6029,4489,2,2020-06-14,2020-11-11,Cancelled,499.0
6030,4490,2,2024-06-12,2026-04-03,Cancelled,499.0
6031,4491,1,2024-05-23,2025-07-17,Cancelled,199.0
6032,4492,3,2019-05-26,,Active,649.0
6033,4493,1,2019-09-02,2020-04-29,Cancelled,199.0
6034,4493,2,2020-05-20,2022-02-09,Cancelled,499.0
6035,4494,1,2020-07-04,2022-03-26,Cancelled,199.0
6036,4495,2,2019-07-11,,Active,499.0
6037,4496,2,2023-01-11,2023-05-11,Cancelled,499.0
6038,4496,1,2023-06-23,2023-10-21,Cancelled,199.0
6039,4497,2,2025-08-06,2026-03-04,Cancelled,499.0
6040,4497,2,2026-03-24,,Active,499.0
6041,4498,3,2019-06-21,2020-10-13,Cancelled,649.0
6042,4499,2,2023-08-10,2024-02-06,Cancelled,499.0
6043,4500,3,2022-03-07,,Active,649.0
6044,4501,2,2025-04-08,,Active,499.0
6045,4502,1,2022-08-12,2024-02-03,Cancelled,199.0
6046,4502,2,2024-03-16,2024-11-11,Cancelled,499.0
6047,4503,2,2024-01-05,2025-01-29,Cancelled,499.0
6048,4504,2,2025-11-28,,Active,499.0
6049,4505,3,2020-01-08,,Active,649.0
6050,4506,1,2021-05-14,,Active,199.0
6051,4507,1,2021-01-08,2022-08-31,Cancelled,199.0
6052,4508,1,2020-04-06,2020-11-02,Cancelled,199.0
6053,4508,2,2020-12-10,2021-02-08,Cancelled,499.0
6054,4508,1,2021-03-22,,Active,199.0
6055,4509,1,2023-11-09,2024-08-05,Cancelled,199.0
6056,4510,2,2019-01-21,,Active,499.0
6057,4511,1,2021-11-22,2022-01-21,Cancelled,199.0
6058,4512,2,2019-11-29,2021-02-21,Cancelled,499.0
6059,4512,2,2021-03-06,2023-01-25,Cancelled,499.0
6060,4512,1,2023-02-27,,Active,199.0
6061,4513,3,2023-08-12,2024-02-08,Cancelled,649.0
6062,4513,2,2024-03-28,,Active,499.0
6063,4514,2,2024-08-17,2024-10-16,Cancelled,499.0
6064,4514,3,2024-11-01,,Active,649.0
6065,4515,1,2022-07-02,2023-11-24,Cancelled,199.0
6066,4516,3,2022-05-03,2023-02-27,Cancelled,649.0
6067,4516,2,2023-04-08,2023-12-04,Cancelled,499.0
6068,4517,2,2022-05-16,,Active,499.0
6069,4518,2,2020-06-28,2020-12-25,Cancelled,499.0
6070,4519,3,2021-10-25,2022-09-20,Cancelled,649.0
6071,4520,2,2025-12-29,,Active,499.0
6072,4521,3,2019-04-23,2019-05-23,Cancelled,649.0
6073,4521,2,2019-07-02,2021-01-22,Cancelled,499.0
6074,4522,3,2024-11-26,2026-03-21,Cancelled,649.0
6075,4522,3,2026-04-27,,Active,649.0
6076,4523,1,2020-03-27,,Active,199.0
6077,4524,2,2019-11-10,2020-04-08,Cancelled,499.0
6078,4524,2,2020-05-21,2021-09-13,Cancelled,499.0
6079,4525,2,2021-02-20,,Active,499.0
6080,4526,2,2021-01-06,2021-03-07,Cancelled,499.0
6081,4527,3,2021-05-15,2022-09-07,Cancelled,649.0
6082,4528,3,2025-05-14,2025-11-10,Cancelled,649.0
6083,4529,2,2025-10-12,,Active,499.0
6084,4530,1,2024-03-10,,Active,199.0
6085,4531,1,2020-02-05,2021-07-29,Cancelled,199.0
6086,4532,1,2026-02-01,,Active,199.0
6087,4533,2,2025-05-09,,Active,499.0
6088,4534,1,2019-07-28,2019-08-27,Cancelled,199.0
6089,4534,2,2019-09-29,2021-01-21,Cancelled,499.0
6090,4534,2,2021-03-18,,Active,499.0
6091,4535,1,2021-11-26,2022-02-24,Cancelled,199.0
6092,4536,2,2024-10-24,,Active,499.0
6093,4537,3,2019-09-02,2019-12-31,Cancelled,649.0
6094,4537,1,2020-02-08,2021-08-31,Cancelled,199.0
6095,4538,2,2019-07-29,2020-04-24,Cancelled,499.0
6096,4538,2,2020-06-11,2020-12-08,Cancelled,499.0
6097,4538,2,2021-01-14,2022-02-08,Cancelled,499.0
6098,4539,1,2023-07-18,2024-07-12,Cancelled,199.0
6099,4540,1,2021-07-10,2023-01-31,Cancelled,199.0
6100,4541,3,2022-04-24,2023-02-18,Cancelled,649.0
6101,4541,1,2023-04-13,2023-11-09,Cancelled,199.0
6102,4542,3,2024-08-17,,Active,649.0
6103,4543,2,2023-01-31,2024-03-26,Cancelled,499.0
6104,4543,3,2024-05-13,2025-03-09,Cancelled,649.0
6105,4544,2,2024-04-30,2025-04-25,Cancelled,499.0
6106,4545,1,2019-12-12,,Active,199.0
6107,4546,2,2019-01-06,2019-06-05,Cancelled,499.0
6108,4547,2,2020-11-20,,Active,499.0
6109,4548,2,2020-07-06,,Active,499.0
6110,4549,1,2021-06-06,2021-10-04,Cancelled,199.0
6111,4549,1,2021-11-17,2022-08-14,Cancelled,199.0
6112,4549,3,2022-10-07,2024-08-27,Cancelled,649.0
6113,4550,3,2024-11-01,,Active,649.0
6114,4551,3,2020-02-21,2021-02-15,Cancelled,649.0
6115,4551,3,2021-03-17,,Active,649.0
6116,4552,1,2019-12-12,2021-03-06,Cancelled,199.0
6117,4552,2,2021-04-07,2022-11-28,Cancelled,499.0
6118,4553,2,2020-07-03,2021-09-26,Cancelled,499.0
6119,4554,1,2021-06-12,,Active,199.0
6120,4555,3,2020-06-24,2020-08-23,Cancelled,649.0
6121,4555,2,2020-10-10,2021-07-07,Cancelled,499.0
6122,4556,1,2020-05-18,,Active,199.0
6123,4557,2,2023-05-06,,Active,499.0
6124,4558,1,2019-11-02,,Active,199.0
6125,4559,2,2020-02-26,2020-05-26,Cancelled,499.0
6126,4560,2,2025-04-09,2026-04-04,Cancelled,499.0
6127,4561,3,2019-02-19,2020-12-10,Cancelled,649.0
6128,4562,1,2019-06-17,2019-11-14,Cancelled,199.0
6129,4562,2,2019-11-19,,Active,499.0
6130,4563,1,2019-07-10,2019-11-07,Cancelled,199.0
6131,4563,3,2019-11-26,2019-12-26,Cancelled,649.0
6132,4563,1,2020-01-30,2020-12-25,Cancelled,199.0
6133,4564,2,2023-01-07,2024-06-30,Cancelled,499.0
6134,4565,2,2024-03-17,2025-07-10,Cancelled,499.0
6135,4565,3,2025-07-21,2026-04-17,Cancelled,649.0
6136,4566,1,2024-03-11,2024-04-10,Cancelled,199.0
6137,4566,1,2024-04-20,2025-04-15,Cancelled,199.0
6138,4567,3,2024-03-04,2025-01-28,Cancelled,649.0
6139,4568,1,2019-06-07,2020-05-02,Cancelled,199.0
6140,4569,3,2021-08-01,,Active,649.0
6141,4570,1,2023-10-01,2025-01-23,Cancelled,199.0
6142,4571,2,2024-02-11,,Active,499.0
6143,4572,2,2021-07-03,2023-05-24,Cancelled,499.0
6144,4573,3,2025-05-07,2026-05-02,Cancelled,649.0
6145,4574,2,2025-04-01,2025-11-27,Cancelled,499.0
6146,4574,3,2025-12-26,,Active,649.0
6147,4575,2,2024-09-27,2026-06-19,Cancelled,499.0
6148,4576,3,2024-12-23,,Active,649.0
6149,4577,1,2026-04-23,,Active,199.0
6150,4578,2,2024-12-13,,Active,499.0
6151,4579,3,2023-05-22,2024-08-14,Cancelled,649.0
6152,4579,1,2024-09-27,2025-09-22,Cancelled,199.0
6153,4579,1,2025-11-17,,Active,199.0
6154,4580,1,2021-12-27,,Active,199.0
6155,4581,1,2021-09-18,,Active,199.0
6156,4582,1,2025-03-02,,Active,199.0
6157,4583,1,2021-03-21,,Active,199.0
6158,4584,2,2023-09-21,2024-05-18,Cancelled,499.0
6159,4585,1,2022-10-08,,Active,199.0
6160,4586,2,2021-11-02,2023-03-27,Cancelled,499.0
6161,4586,2,2023-05-20,2023-07-19,Cancelled,499.0
6162,4587,2,2022-05-19,2023-06-13,Cancelled,499.0
6163,4587,1,2023-08-09,,Active,199.0
6164,4588,1,2019-08-09,,Active,199.0
6165,4589,2,2024-04-26,,Active,499.0
6166,4590,2,2019-07-02,2019-08-31,Cancelled,499.0
6167,4590,2,2019-10-12,,Active,499.0
6168,4591,3,2019-07-22,2021-06-11,Cancelled,649.0
6169,4591,3,2021-07-06,2021-12-03,Cancelled,649.0
6170,4592,1,2020-11-19,2022-10-10,Cancelled,199.0
6171,4592,1,2022-11-23,2023-06-21,Cancelled,199.0
6172,4593,3,2022-12-25,2023-01-24,Cancelled,649.0
6173,4594,2,2021-03-31,2021-08-28,Cancelled,499.0
6174,4594,2,2021-10-16,,Active,499.0
6175,4595,1,2025-08-07,2025-11-05,Cancelled,199.0
6176,4595,1,2025-12-18,,Active,199.0
6177,4596,3,2025-12-14,,Active,649.0
6178,4597,3,2021-12-12,2022-07-10,Cancelled,649.0
6179,4598,3,2026-06-30,,Active,649.0
6180,4599,1,2019-09-01,2021-02-22,Cancelled,199.0
6181,4600,1,2020-01-29,2020-06-27,Cancelled,199.0
6182,4600,2,2020-08-16,2021-08-11,Cancelled,499.0
6183,4601,3,2021-08-09,2023-05-01,Cancelled,649.0
6184,4601,3,2023-06-09,2024-04-04,Cancelled,649.0
6185,4602,2,2026-01-25,,Active,499.0
6186,4603,2,2022-10-10,2023-05-08,Cancelled,499.0
6187,4604,2,2024-04-18,2025-11-09,Cancelled,499.0
6188,4605,2,2023-11-23,2025-09-13,Cancelled,499.0
6189,4606,1,2022-09-27,2024-08-17,Cancelled,199.0
6190,4606,1,2024-09-11,2025-09-06,Cancelled,199.0
6191,4607,3,2025-12-25,,Active,649.0
6192,4608,1,2026-02-26,,Active,199.0
6193,4609,3,2022-05-12,,Active,649.0
6194,4610,1,2024-05-08,2025-08-01,Cancelled,199.0
6195,4610,1,2025-08-09,,Active,199.0
6196,4611,2,2023-09-05,2025-03-28,Cancelled,499.0
6197,4612,3,2023-06-14,2025-02-03,Cancelled,649.0
6198,4612,3,2025-02-23,,Active,649.0
6199,4613,2,2019-10-06,2020-01-04,Cancelled,499.0
6200,4613,3,2020-01-24,2021-05-18,Cancelled,649.0
6201,4614,3,2020-07-27,,Active,649.0
6202,4615,1,2026-06-03,,Active,199.0
6203,4616,1,2020-10-31,2021-07-28,Cancelled,199.0
6204,4616,2,2021-08-24,2023-04-16,Cancelled,499.0
6205,4617,1,2023-11-20,2025-02-12,Cancelled,199.0
6206,4617,2,2025-04-08,,Active,499.0
6207,4618,2,2025-10-31,,Active,499.0
6208,4619,1,2023-07-08,,Active,199.0
6209,4620,1,2020-08-11,2022-03-04,Cancelled,199.0
6210,4620,1,2022-03-06,2023-12-26,Cancelled,199.0
6211,4621,1,2025-06-11,,Active,199.0
6212,4622,3,2019-03-30,2020-01-24,Cancelled,649.0
6213,4622,3,2020-03-15,2022-02-03,Cancelled,649.0
6214,4623,3,2024-06-02,2024-12-29,Cancelled,649.0
6215,4624,3,2020-12-29,2021-01-28,Cancelled,649.0
6216,4624,3,2021-02-13,,Active,649.0
6217,4625,3,2023-10-20,2025-05-12,Cancelled,649.0
6218,4626,2,2022-08-08,2023-06-04,Cancelled,499.0
6219,4627,2,2023-04-08,2024-05-02,Cancelled,499.0
6220,4628,2,2021-11-11,,Active,499.0
6221,4629,3,2022-12-19,,Active,649.0
6222,4630,2,2026-01-06,,Active,499.0
6223,4631,1,2025-03-12,2026-06-05,Cancelled,199.0
6224,4631,1,2026-07-25,,Active,199.0
6225,4632,3,2022-02-20,,Active,649.0
6226,4633,1,2026-01-21,,Active,199.0
6227,4634,2,2025-08-31,,Active,499.0
6228,4635,2,2023-09-14,,Active,499.0
6229,4636,1,2023-06-17,2024-02-12,Cancelled,199.0
6230,4637,3,2019-04-08,,Active,649.0
6231,4638,1,2022-12-06,,Active,199.0
6232,4639,1,2020-08-05,2021-05-02,Cancelled,199.0
6233,4639,2,2021-06-23,2023-03-15,Cancelled,499.0
6234,4639,1,2023-04-04,2023-10-01,Cancelled,199.0
6235,4640,2,2020-03-14,2021-07-07,Cancelled,499.0
6236,4640,1,2021-07-10,2021-11-07,Cancelled,199.0
6237,4641,1,2025-06-08,2025-09-06,Cancelled,199.0
6238,4641,2,2025-09-20,,Active,499.0
6239,4642,1,2021-01-12,2022-07-06,Cancelled,199.0
6240,4643,2,2023-08-13,,Active,499.0
6241,4644,2,2025-07-02,2025-10-30,Cancelled,499.0
6242,4645,1,2023-06-25,2023-07-25,Cancelled,199.0
6243,4645,3,2023-09-21,2024-09-15,Cancelled,649.0
6244,4646,2,2024-11-05,2025-01-04,Cancelled,499.0
6245,4647,3,2024-10-23,,Active,649.0
6246,4648,3,2022-05-10,,Active,649.0
6247,4649,2,2025-11-28,,Active,499.0
6248,4650,2,2025-10-24,,Active,499.0
6249,4651,2,2021-07-13,2022-09-06,Cancelled,499.0
6250,4651,1,2022-09-14,2023-08-10,Cancelled,199.0
6251,4652,1,2025-02-20,2026-01-16,Cancelled,199.0
6252,4653,2,2020-05-16,,Active,499.0
6253,4654,1,2019-11-03,2021-08-24,Cancelled,199.0
6254,4655,1,2022-12-22,2023-06-20,Cancelled,199.0
6255,4655,2,2023-07-12,2025-02-01,Cancelled,499.0
6256,4655,3,2025-03-09,2025-05-08,Cancelled,649.0
6257,4656,3,2023-07-18,2024-10-10,Cancelled,649.0
6258,4656,3,2024-12-06,,Active,649.0
6259,4657,2,2023-05-17,2023-10-14,Cancelled,499.0
6260,4657,2,2023-10-24,,Active,499.0
6261,4658,3,2024-12-27,,Active,649.0
6262,4659,3,2021-12-06,2022-08-03,Cancelled,649.0
6263,4659,2,2022-09-27,2022-12-26,Cancelled,499.0
6264,4660,1,2025-01-22,2025-05-22,Cancelled,199.0
6265,4661,3,2025-10-05,2025-11-04,Cancelled,649.0
6266,4661,1,2025-11-10,,Active,199.0
6267,4662,2,2019-09-08,,Active,499.0
6268,4663,1,2022-05-14,2024-01-04,Cancelled,199.0
6269,4664,3,2020-09-06,2022-06-28,Cancelled,649.0
6270,4664,1,2022-07-08,2024-02-28,Cancelled,199.0
6271,4664,1,2024-04-03,2025-07-27,Cancelled,199.0
6272,4665,1,2023-12-03,2024-01-02,Cancelled,199.0
6273,4666,2,2022-02-04,2022-10-02,Cancelled,499.0
6274,4666,1,2022-10-07,,Active,199.0
6275,4667,3,2021-02-10,,Active,649.0
6276,4668,3,2020-11-19,2021-12-14,Cancelled,649.0
6277,4669,3,2021-08-29,2022-09-23,Cancelled,649.0
6278,4670,3,2019-10-26,,Active,649.0
6279,4671,2,2019-10-14,2021-04-06,Cancelled,499.0
6280,4672,2,2023-09-18,,Active,499.0
6281,4673,2,2026-01-25,2026-05-25,Cancelled,499.0
6282,4674,1,2022-10-21,2024-03-14,Cancelled,199.0
6283,4675,1,2025-12-14,,Active,199.0
6284,4676,1,2020-02-29,2021-04-24,Cancelled,199.0
6285,4677,2,2026-04-18,,Active,499.0
6286,4678,3,2023-05-25,,Active,649.0
6287,4679,1,2024-07-29,2025-05-25,Cancelled,199.0
6288,4679,2,2025-06-26,2026-04-22,Cancelled,499.0
6289,4680,1,2019-06-19,2020-04-14,Cancelled,199.0
6290,4680,1,2020-04-30,,Active,199.0
6291,4681,3,2023-07-12,,Active,649.0
6292,4682,3,2021-11-14,,Active,649.0
6293,4683,2,2025-09-26,2026-04-24,Cancelled,499.0
6294,4683,3,2026-05-08,,Active,649.0
6295,4684,1,2024-12-09,,Active,199.0
6296,4685,2,2025-06-24,2026-01-20,Cancelled,499.0
6297,4686,2,2025-09-02,,Active,499.0
6298,4687,3,2024-05-27,2024-12-23,Cancelled,649.0
6299,4688,2,2020-11-02,2021-01-01,Cancelled,499.0
6300,4688,2,2021-02-25,2022-03-22,Cancelled,499.0
6301,4688,3,2022-05-17,2023-08-10,Cancelled,649.0
6302,4689,2,2021-02-13,,Active,499.0
6303,4690,2,2025-06-11,,Active,499.0
6304,4691,2,2023-07-06,,Active,499.0
6305,4692,1,2025-09-07,,Active,199.0
6306,4693,1,2024-12-16,,Active,199.0
6307,4694,3,2023-07-20,2024-11-11,Cancelled,649.0
6308,4694,2,2024-12-16,2025-11-11,Cancelled,499.0
6309,4695,2,2020-02-22,2020-12-18,Cancelled,499.0
6310,4696,3,2026-05-13,,Active,649.0
6311,4697,3,2020-10-27,2020-12-26,Cancelled,649.0
6312,4698,1,2020-11-05,2022-05-29,Cancelled,199.0
6313,4699,1,2020-02-04,2020-03-05,Cancelled,199.0
6314,4699,3,2020-03-22,2021-03-17,Cancelled,649.0
6315,4700,1,2019-07-08,2020-10-30,Cancelled,199.0
6316,4700,3,2020-11-07,2021-11-02,Cancelled,649.0
6317,4701,2,2021-10-23,,Active,499.0
6318,4702,1,2025-04-28,2025-10-25,Cancelled,199.0
6319,4703,1,2025-06-28,,Active,199.0
6320,4704,1,2022-09-06,,Active,199.0
6321,4705,2,2021-05-11,2021-08-09,Cancelled,499.0
6322,4705,3,2021-09-17,2022-09-12,Cancelled,649.0
6323,4706,1,2021-08-06,2022-11-29,Cancelled,199.0
6324,4706,3,2023-01-27,2024-09-18,Cancelled,649.0
6325,4707,3,2025-11-20,2026-03-20,Cancelled,649.0
6326,4707,3,2026-03-27,,Active,649.0
6327,4708,1,2019-06-01,,Active,199.0
6328,4709,3,2019-06-07,2019-08-06,Cancelled,649.0
6329,4709,1,2019-08-21,2021-01-12,Cancelled,199.0
6330,4710,3,2019-06-26,2021-04-16,Cancelled,649.0
6331,4711,1,2025-08-28,,Active,199.0
6332,4712,3,2019-09-06,2021-05-28,Cancelled,649.0
6333,4713,3,2026-01-21,,Active,649.0
6334,4714,2,2020-05-17,2022-01-07,Cancelled,499.0
6335,4715,2,2023-02-10,2024-12-31,Cancelled,499.0
6336,4715,1,2025-02-07,,Active,199.0
6337,4716,2,2026-04-10,,Active,499.0
6338,4717,1,2019-11-14,,Active,199.0
6339,4718,1,2021-02-09,2022-10-02,Cancelled,199.0
6340,4718,1,2022-10-14,,Active,199.0
6341,4719,2,2024-06-15,2024-07-15,Cancelled,499.0
6342,4719,2,2024-08-04,2025-11-27,Cancelled,499.0
6343,4720,2,2025-02-15,,Active,499.0
6344,4721,3,2025-10-20,,Active,649.0
6345,4722,2,2019-02-23,2020-08-16,Cancelled,499.0
6346,4722,1,2020-08-25,,Active,199.0
6347,4723,2,2024-10-28,2026-06-20,Cancelled,499.0
6348,4724,2,2021-05-31,2023-02-20,Cancelled,499.0
6349,4725,3,2023-03-08,2023-10-04,Cancelled,649.0
6350,4725,1,2023-10-12,2023-11-11,Cancelled,199.0
6351,4726,1,2025-10-17,,Active,199.0
6352,4727,2,2025-10-06,2026-06-03,Cancelled,499.0
6353,4727,1,2026-07-29,,Active,199.0
6354,4728,2,2020-05-21,2021-05-16,Cancelled,499.0
6355,4729,3,2022-07-12,,Active,649.0
6356,4730,1,2021-02-16,2022-03-13,Cancelled,199.0
6357,4731,1,2023-08-11,2023-11-09,Cancelled,199.0
6358,4732,1,2025-03-12,,Active,199.0
6359,4733,3,2021-05-20,2021-10-17,Cancelled,649.0
6360,4734,2,2019-11-29,,Active,499.0
6361,4735,2,2019-06-26,,Active,499.0
6362,4736,3,2019-05-26,,Active,649.0
6363,4737,1,2021-09-30,2022-05-28,Cancelled,199.0
6364,4738,2,2026-03-29,,Active,499.0
6365,4739,2,2020-11-20,2022-04-14,Cancelled,499.0
6366,4739,1,2022-06-06,,Active,199.0
6367,4740,2,2022-01-13,2022-08-11,Cancelled,499.0
6368,4741,1,2024-01-23,,Active,199.0
6369,4742,2,2023-12-07,,Active,499.0
6370,4743,1,2021-01-09,2021-11-05,Cancelled,199.0
6371,4744,2,2019-12-15,,Active,499.0
6372,4745,1,2020-03-04,2021-06-27,Cancelled,199.0
6373,4745,1,2021-07-21,2022-06-16,Cancelled,199.0
6374,4746,1,2020-08-25,2020-12-23,Cancelled,199.0
6375,4747,3,2019-08-24,2020-11-16,Cancelled,649.0
6376,4748,2,2022-06-13,2023-08-07,Cancelled,499.0
6377,4748,2,2023-10-03,,Active,499.0
6378,4749,2,2023-11-04,,Active,499.0
6379,4750,2,2024-01-23,2024-11-18,Cancelled,499.0
6380,4751,1,2025-10-24,,Active,199.0
6381,4752,1,2021-03-13,2021-06-11,Cancelled,199.0
6382,4753,2,2023-11-28,2024-11-22,Cancelled,499.0
6383,4754,3,2025-08-19,,Active,649.0
6384,4755,2,2019-03-19,2020-09-09,Cancelled,499.0
6385,4755,1,2020-09-13,,Active,199.0
6386,4756,2,2024-11-08,2025-10-04,Cancelled,499.0
6387,4756,2,2025-10-05,,Active,499.0
6388,4757,2,2019-08-30,2020-12-22,Cancelled,499.0
6389,4757,2,2021-02-04,2022-05-30,Cancelled,499.0
6390,4757,2,2022-06-21,2023-05-17,Cancelled,499.0
6391,4758,1,2023-02-19,2024-05-14,Cancelled,199.0
6392,4759,1,2025-03-24,,Active,199.0
6393,4760,1,2022-06-11,,Active,199.0
6394,4761,3,2023-03-13,2024-03-07,Cancelled,649.0
6395,4761,2,2024-03-21,2024-07-19,Cancelled,499.0
6396,4761,3,2024-09-04,,Active,649.0
6397,4762,1,2023-08-24,2024-08-18,Cancelled,199.0
6398,4762,1,2024-09-23,2025-10-18,Cancelled,199.0
6399,4763,3,2023-05-02,2024-07-25,Cancelled,649.0
6400,4763,1,2024-09-22,,Active,199.0
6401,4764,1,2024-06-26,,Active,199.0
6402,4765,3,2025-06-10,2026-06-05,Cancelled,649.0
6403,4766,1,2020-01-05,2020-10-31,Cancelled,199.0
6404,4766,2,2020-12-16,2021-05-15,Cancelled,499.0
6405,4767,2,2022-02-12,2022-06-12,Cancelled,499.0
6406,4768,1,2025-05-23,,Active,199.0
6407,4769,3,2021-11-10,2023-07-03,Cancelled,649.0
6408,4770,1,2022-09-01,2023-02-28,Cancelled,199.0
6409,4770,1,2023-04-14,2023-11-10,Cancelled,199.0
6410,4771,2,2024-07-25,2026-01-16,Cancelled,499.0
6411,4772,1,2026-01-04,,Active,199.0
6412,4773,1,2020-11-19,2022-10-10,Cancelled,199.0
6413,4774,1,2026-03-01,,Active,199.0
6414,4775,1,2024-04-27,2025-05-22,Cancelled,199.0
6415,4776,1,2019-03-26,2019-08-23,Cancelled,199.0
6416,4777,1,2025-06-17,2026-01-13,Cancelled,199.0
6417,4778,2,2021-11-18,2023-02-11,Cancelled,499.0
6418,4779,2,2021-02-11,2021-04-12,Cancelled,499.0
6419,4779,3,2021-05-12,,Active,649.0
6420,4780,2,2022-12-11,2023-03-11,Cancelled,499.0
6421,4781,2,2023-04-27,2024-08-19,Cancelled,499.0
6422,4781,3,2024-08-21,2026-02-12,Cancelled,649.0
6423,4782,2,2023-01-17,2023-07-16,Cancelled,499.0
6424,4783,3,2019-06-01,2019-07-31,Cancelled,649.0
6425,4783,3,2019-09-17,2020-11-10,Cancelled,649.0
6426,4784,2,2025-03-01,2025-10-27,Cancelled,499.0
6427,4785,1,2021-07-24,2023-03-16,Cancelled,199.0
6428,4786,3,2020-01-22,2020-11-17,Cancelled,649.0
6429,4786,1,2020-12-11,2022-03-06,Cancelled,199.0
6430,4787,3,2023-03-30,,Active,649.0
6431,4788,3,2023-09-01,2024-01-29,Cancelled,649.0
6432,4789,3,2019-10-11,2021-01-03,Cancelled,649.0
6433,4790,1,2026-01-24,,Active,199.0
6434,4791,2,2023-07-03,2023-09-01,Cancelled,499.0
6435,4791,2,2023-09-18,,Active,499.0
6436,4792,2,2026-06-21,,Active,499.0
6437,4793,3,2024-01-10,,Active,649.0
6438,4794,1,2019-01-28,,Active,199.0
6439,4795,1,2020-07-24,,Active,199.0
6440,4796,2,2026-04-16,,Active,499.0
6441,4797,1,2023-03-13,2023-05-12,Cancelled,199.0
6442,4798,3,2019-12-01,2021-09-21,Cancelled,649.0
6443,4798,2,2021-10-26,2022-01-24,Cancelled,499.0
6444,4799,1,2019-07-23,2021-04-13,Cancelled,199.0
6445,4800,1,2023-01-10,2024-07-03,Cancelled,199.0
6446,4801,2,2023-06-15,2025-02-04,Cancelled,499.0
